Cod_ID,NOME_UDH,CODMUN6,NOME_MUN,CODUF,NOME_UF,CODRM,NOME_RM,ANO,ESPVIDA,FECTOT,MORT1,MORT5,SOBRE40,SOBRE60,RAZDEP,T_ENV,E_ANOSESTUDO,T_ANALF11A14,T_ANALF15A17,T_ANALF15M,T_ANALF18A24,T_ANALF18M,T_ANALF25A29,T_ANALF25M,T_ATRASO_2_BASICO,T_ATRASO_2_FUND,T_FBBAS,T_FBFUND,T_FBMED,T_FBSUPER,T_FLBAS,T_FLFUND,T_FLMED,T_FLSUPER,T_FREQ0A5,T_FREQ15A17,T_FREQ18A24,T_FREQ25A29,T_FREQ5A6,T_FREQ6A14,T_FREQ6A17,T_FREQFUND1517,T_FREQFUND1824,T_FREQMED1824,T_FUND11A13,T_FUND15A17,T_FUND18A24,T_FUND18M,T_FUND25M,T_MED18A20,T_MED18A24,T_MED18M,T_MED25M,T_SUPER25M,CORTE1,CORTE2,CORTE3,CORTE4,CORTE9,GINI,PIND,PINDCRI,PMPOB,PMPOBCRI,PPOB,PPOBCRI,PREN10RICOS,PREN20,PREN20RICOS,PREN40,PREN60,PREN80,PRENTRAB,R1040,R2040,RDPC,RDPC1,RDPC10,RDPC2,RDPC3,RDPC4,RDPC5,RDPCT,RIND,RMPOB,RPOB,THEIL,P_AGRO,P_COM,P_CONSTR,P_EXTR,P_SERV,P_SIUP,P_TRANSF,CPR,EMP,P_FORMAL,TRABCC,TRABPUB,TRABSC,P_FUND,P_MED,P_SUPER,REN0,REN1,REN2,REN3,REN5,RENOCUP,THEILtrab,T_ATIV,T_ATIV1014,T_ATIV1517,T_ATIV1824,T_ATIV18M,T_ATIV2529,T_DES,T_DES1014,T_DES1517,T_DES1824,T_DES18M,T_DES2529,T_AGUA,T_BANAGUA,T_DENS,T_LIXO,T_LUZ,AGUA_ESGOTO,PAREDE,T_CRIFUNDIN_TODOS,T_FORA0A5,T_FORA6A14,T_FUNDIN_TODOS,T_FUNDIN_TODOS_MMEIO,T_FUNDIN18MINF,T_M10A17CF,T_MULCHEFEFIF014,T_NESTUDA_NTRAB_MMEIO,T_OCUPDESLOC_1,T_RMAXIDOSO,T_SLUZ,T_VULNERA_NESTUDA_NTRAB_MMEIO,T_VULNERA_MULCHEFE,T_VULNERA_RMAXIDOSO,T_VULNERA_OCUPDESLOC_13,HOMEM0A4,HOMEM10A14,HOMEM15A19,HOMEM20A24,HOMEM25A29,HOMEM30A34,HOMEM35A39,HOMEM40A44,HOMEM45A49,HOMEM50A54,HOMEM55A59,HOMEM5A9,HOMEM60A64,HOMEM65A69,HOMEM70A74,HOMEM75A79,HOMENS80,HOMEMTOT,MULH0A4,MULH10A14,MULH15A19,MULH20A24,MULH25A29,MULH30A34,MULH35A39,MULH40A44,MULH45A49,MULH50A54,MULH55A59,MULH5A9,MULH60A64,MULH65A69,MULH70A74,MULH75A79,MULHER80,MULHERTOT,PEA,PEA1014,PEA1517,PEA18M,PESO1,PESO1114,PESO1113,PESO1214,PESO13,PESO15,PESO1517,PESO1524,PESO1618,PESO18,PESO1820,PESO1824,PESO1921,PESO25,PESO4,PESO5,PESO6,PESO610,PESO617,PESO65,PESOM1014,PESOM1517,PESOM15M,PESOM25M,PESORUR,PESOTOT,PESOURB,PIA,PIA1014,PIA1517,PIA18M,POP,T_FBFUND_tudo,T_FBMED_tudo,T_FBBAS_tudo,T_FLFUND_tudo,T_FLMED_tudo,T_FLBAS_tudo,T_FUND11A13_tudo,I_ESCOLARIDADE,I_FREQ_PROP,IDHM,IDHM_E,IDHM_L,IDHM_R,CODDIST,DISTRITO,REGIAO8,SUBPREF
1355030804037,Jardim Vista Alegre I,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2000,66.93,3.02,30.50,35.35,87.78,70.53,58.65,1.86,9.27,0.00,1.82,11.48,3.77,12.70,3.61,15.60,21.55,12.44,100.08,116.06,55.01,3.41,86.13,92.42,26.94,1.14,24.24,71.88,25.96,9.25,69.09,94.23,88.38,40.92,8.67,14.15,64.57,31.56,45.47,27.08,21.67,8.95,16.72,10.16,8.23,0.30,117.13,195.21,292.81,473.38,658.83,0.41,9.59,13.65,26.22,33.83,52.99,62.71,27.68,4.74,46.08,14.77,30.18,53.92,79.84,7.50,6.24,310.91,73.62,860.70,155.97,239.58,369.01,716.37,311.71,45.91,87.37,140.84,0.31,0.39,12.27,12.41,0.00,53.18,0.91,18.34,15.52,0.54,55.76,52.98,1.76,29.04,30.38,12.91,0.15,0.15,30.23,80.74,90.82,99.11,787.54,0.16,,8.48,44.73,80.72,75.58,81.59,,73.62,64.08,38.24,25.51,25.39,100.00,97.56,67.15,94.79,100.00,0.43,,56.71,75.76,5.77,50.20,30.06,52.13,4.69,75.04,19.76,,0.22,0.00,40.47,6.59,38.77,,40,37,36,32,42,32,19,21,11,11,7,45,6,3,2,1,0,345,63,40,47,46,41,27,27,22,15,11,14,39,7,2,4,1,1,407,,7,25,327,20,62,46,45,58,488,55,161,52,433,44,106,45,327,25,22,17,77,194,14,40,32,265,172,0,752,752,565,77,55,433,752,121.91,56.13,104.70,94.23,28.47,88.78,83.89,0.271,0.435,0.535,0.372,0.699,0.588,23,Cidade Dutra,Sul 2,Capela do Socorro
1355030804038,Chácara Nossa Senhora Aparecida,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2000,,,,,,,,,,1.47,2.94,6.31,5.43,6.63,3.28,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.86,,,,,,,,,,,,,,,,,,,,,,,15,11,9,10,12,9,10,5,4,1,1,9,2,1,0,0,0,99,14,16,12,11,8,10,8,8,4,2,2,11,0,0,1,0,0,109,,,,,5,23,17,18,18,132,11,42,11,121,12,31,11,90,6,4,4,20,54,3,16,7,68,45,0,208,208,,,,,,,,,,,,,,,,,,,23,Cidade Dutra,Sul 2,Capela do Socorro
1355030804039,Jardim Presidente : Jardim Manacas Centro de Educação Infantil Indireto,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2000,76.20,1.34,12.80,14.91,94.56,85.28,39.81,2.38,11.01,0.74,0.00,2.53,2.37,2.71,1.56,2.79,14.87,8.61,109.97,108.18,114.28,36.09,90.65,90.25,63.46,17.53,33.84,93.55,41.56,17.05,88.86,95.55,94.96,23.14,4.05,15.46,77.72,69.48,78.10,66.51,63.96,47.22,49.77,47.28,46.74,14.80,437.27,707.63,1122.45,1936.80,2879.33,0.48,,,1.97,4.95,8.41,14.30,35.51,4.17,52.29,12.47,26.04,47.71,81.50,11.38,8.38,1341.88,279.92,4764.39,557.07,910.21,1453.53,3508.68,1341.88,,95.30,173.29,0.41,0.08,20.41,2.92,0.00,55.93,0.58,19.69,23.78,4.51,67.12,45.67,6.90,18.41,77.49,58.07,18.93,0.73,7.20,32.09,46.91,69.35,2554.40,0.42,,3.40,37.10,78.83,66.96,85.46,,83.90,53.49,26.86,14.42,15.56,100.00,97.97,27.35,100.00,100.00,0.00,,10.15,66.16,4.45,9.26,2.69,26.91,0.00,41.76,1.73,,0.91,0.00,26.39,18.63,78.13,,84,84,73,58,78,100,91,61,41,40,24,63,13,10,1,1,0,822,82,76,80,87,114,115,79,77,45,40,28,71,17,11,5,5,9,941,,5,32,814,33,136,115,93,93,1303,87,298,94,1216,97,211,84,1005,40,25,33,133,356,42,76,43,712,545,0,1763,1763,1463,160,87,1216,1763,120.84,127.09,122.67,95.55,67.65,94.77,85.44,0.665,0.708,0.786,0.693,0.853,0.823,23,Cidade Dutra,Sul 2,Capela do Socorro
1355030804040,Jardim Represa : Faculdade Organização Santamarense de Educação e Cultura ( Osec ),355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2000,77.37,1.29,11.20,13.04,95.22,86.91,39.55,5.56,10.78,2.01,1.79,2.81,0.89,2.92,0.96,3.46,8.78,4.28,97.03,97.66,95.57,53.59,84.16,86.19,51.76,33.78,49.93,82.94,50.15,16.62,88.14,95.53,91.75,18.89,1.77,11.05,79.81,67.50,85.61,75.08,72.86,57.83,67.17,61.32,60.08,30.85,561.23,1088.29,1756.88,3058.27,4630.36,0.49,0.18,0.15,1.58,3.52,4.43,7.65,35.22,3.37,53.15,11.06,24.50,46.85,83.82,12.74,9.61,2090.87,352.81,7365.01,803.70,1404.38,2337.21,5556.24,2090.87,55.31,101.07,159.07,0.46,0.32,15.42,3.72,0.00,64.57,0.57,11.55,25.62,7.81,70.47,48.26,4.99,12.91,84.57,72.91,37.08,0.41,6.16,23.79,33.38,55.41,3621.73,0.48,,4.19,34.68,82.82,71.17,89.37,,45.92,34.65,18.25,10.42,10.48,100.00,99.42,22.53,100.00,100.00,0.00,,8.95,50.07,4.47,8.47,1.16,18.73,1.95,18.81,1.15,,0.42,0.00,28.53,6.81,57.96,,90,156,174,136,101,86,86,109,111,109,59,98,33,22,18,13,7,1408,92,149,202,159,107,103,114,160,137,99,54,107,38,40,27,19,23,1630,,13,78,1510,27,249,175,205,113,2346,224,671,222,2122,202,447,208,1675,42,42,45,219,692,169,149,122,1282,921,0,3038,3038,2651,305,224,2122,2771,108.66,110.60,109.24,95.53,64.04,93.14,83.02,0.751,0.733,0.832,0.739,0.873,0.894,23,Cidade Dutra,Sul 2,Capela do Socorro
1355030804041,Jardim Das Imbuias I,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2000,67.18,2.85,29.90,34.67,87.99,70.95,44.52,2.69,8.60,6.45,2.78,9.18,1.35,10.08,5.13,13.59,18.68,11.33,99.56,112.50,51.92,0.29,84.49,89.94,27.69,0.00,17.68,68.77,19.19,7.02,63.67,91.37,86.54,36.71,8.05,7.68,64.93,40.26,39.48,25.33,20.83,15.90,13.84,8.78,7.18,0.71,139.90,222.54,312.33,451.42,647.61,0.40,4.28,5.78,20.13,28.43,46.16,56.29,30.28,5.28,45.90,15.85,31.83,54.10,85.80,7.64,5.79,337.90,89.15,1023.33,178.71,269.94,376.27,775.44,340.20,39.30,89.38,147.60,0.28,0.41,12.60,19.53,0.00,46.56,0.67,18.44,18.60,0.66,57.24,53.03,1.50,25.91,28.29,11.25,0.72,0.30,23.99,76.41,89.25,97.91,871.11,0.17,,8.08,50.25,75.99,75.13,76.70,,50.67,61.68,27.46,23.54,23.21,100.00,93.35,72.79,82.60,99.89,1.01,,58.40,82.32,8.63,53.12,27.49,52.08,4.59,76.65,16.29,,0.21,0.11,40.97,52.57,17.93,,20,19,30,29,18,17,16,14,7,7,5,23,4,1,0,2,0,212,16,21,30,21,21,10,16,9,13,6,6,16,4,7,1,0,0,197,,3,18,194,1,31,26,22,22,294,36,110,35,258,32,74,32,184,13,12,7,36,103,11,21,23,144,93,0,409,409,334,40,36,258,409,117.04,58.13,104.46,91.85,30.40,86.71,84.77,0.253,0.462,0.543,0.378,0.703,0.602,23,Cidade Dutra,Sul 2,Capela do Socorro
1355030804042,Cocaia : Jardim Borba Gato,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2000,69.96,2.13,23.60,27.45,90.31,75.66,61.35,4.38,10.11,2.80,3.57,15.60,3.94,16.74,5.94,20.56,14.68,8.42,103.01,108.69,86.40,5.91,87.82,91.47,42.18,3.28,23.30,83.47,20.98,10.11,75.01,95.63,92.53,32.16,3.22,12.33,75.25,53.99,71.05,43.33,35.33,26.98,37.06,21.09,16.48,2.08,195.21,292.81,455.49,683.72,976.05,0.41,2.27,3.94,10.13,15.19,31.78,42.34,30.48,5.24,47.02,15.24,30.46,52.98,85.57,8.00,6.17,488.55,128.02,1489.30,244.18,371.76,550.16,1148.64,488.85,51.09,91.03,162.61,0.30,0.94,14.15,8.16,0.00,53.53,0.62,20.90,18.99,1.58,61.52,50.86,4.52,23.52,51.80,28.80,2.72,0.57,18.49,67.40,79.79,94.27,1095.30,0.25,,3.59,51.39,83.28,72.86,75.21,,64.12,56.55,26.56,19.38,15.79,97.54,95.31,54.36,99.32,100.00,2.87,,33.81,76.70,4.37,27.96,12.93,41.70,2.44,71.16,9.98,,0.95,0.00,33.47,38.18,31.55,,55,33,36,30,29,21,36,27,16,17,12,37,11,7,4,4,3,374,47,36,44,35,22,29,19,27,18,12,8,40,9,9,3,2,1,357,,2,22,322,21,54,40,41,61,484,42,144,50,442,53,102,42,341,20,15,20,77,173,32,36,26,234,156,731,731,0,553,69,42,442,731,116.93,98.50,112.23,95.95,47.54,92.92,87.72,0.433,0.578,0.638,0.525,0.749,0.661,30,Grajaú,Sul 2,Capela do Socorro
1355030804043,Paraguai,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2000,69.96,2.13,23.60,27.45,90.31,75.66,61.49,0.63,10.11,5.59,5.00,15.57,8.54,16.85,12.50,20.00,14.68,8.42,103.01,108.69,86.40,5.91,87.82,91.47,42.18,3.28,23.30,83.47,20.98,10.11,75.01,95.63,92.53,32.16,3.22,12.33,75.25,53.99,71.05,43.33,35.33,26.98,37.06,21.09,16.48,2.08,195.21,292.81,455.49,683.72,976.05,0.41,2.27,3.94,10.13,15.19,31.78,42.34,30.48,5.24,47.02,15.24,30.46,52.98,85.57,8.00,6.17,488.55,128.02,1489.30,244.18,371.76,550.16,1148.64,488.85,51.09,91.03,162.61,0.30,0.94,14.15,8.16,0.00,53.53,0.62,20.90,18.99,1.58,61.52,50.86,4.52,23.52,51.80,28.80,2.72,0.57,18.49,67.40,79.79,94.27,1095.30,0.25,,3.59,51.39,83.28,72.86,75.21,,64.12,56.55,26.56,19.38,15.79,16.07,95.31,54.36,99.32,100.00,2.87,,33.81,76.70,4.37,27.96,12.93,41.70,2.44,71.16,9.98,,0.95,0.00,33.47,38.18,31.55,,68,50,58,56,56,47,38,33,15,11,7,62,1,1,2,0,0,501,83,64,62,53,56,49,41,30,15,7,5,61,4,3,1,1,0,531,,4,36,420,31,90,68,72,88,646,70,228,69,576,73,158,68,418,32,33,27,114,274,7,64,36,324,209,1032,1032,0,760,114,70,576,1027,116.93,98.50,112.23,95.95,47.54,92.92,87.72,0.433,0.578,0.638,0.525,0.749,0.661,30,Grajaú,Sul 2,Capela do Socorro
1355030804044,Cocaia : Escola Estadual Professora Juventina Marcondes Domingues de Castro,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2000,69.71,2.53,24.10,28.03,90.12,75.25,59.33,1.55,9.83,1.99,2.57,8.97,3.17,9.69,4.47,11.98,16.63,9.48,94.04,101.48,72.58,3.37,80.23,84.24,34.03,1.70,22.02,74.89,26.18,6.64,61.12,92.24,87.77,33.01,4.47,13.62,74.56,41.42,48.68,32.34,27.40,17.66,19.02,12.62,10.69,1.81,156.17,244.01,354.06,592.13,780.84,0.42,2.22,4.32,15.52,22.70,41.62,56.76,30.75,5.42,47.47,15.14,29.69,52.53,81.35,8.12,6.27,407.74,110.50,1253.76,198.20,296.53,465.64,967.85,408.84,38.73,99.63,157.81,0.30,0.53,14.80,10.85,0.07,52.59,0.27,19.54,19.21,1.22,58.76,52.01,2.86,24.23,36.86,17.23,2.30,0.47,23.10,72.82,85.37,97.03,935.18,0.21,,13.84,56.48,77.70,70.83,74.82,,91.00,57.80,31.57,19.85,15.81,95.97,95.74,57.66,97.28,99.74,0.29,,50.88,77.98,7.76,42.72,23.38,49.17,3.53,79.89,15.75,,1.07,0.26,41.19,51.16,61.15,,244,203,189,192,166,162,137,108,69,51,26,203,13,10,7,3,4,1785,229,190,199,190,189,155,142,105,65,47,25,210,20,13,10,4,5,1796,,54,132,1465,91,302,220,228,296,2303,233,770,228,2069,234,537,233,1532,86,90,88,414,949,55,190,117,1167,778,3097,3581,484,2696,393,233,2069,3573,117.83,81.06,108.36,92.24,37.41,88.14,82.27,0.323,0.487,0.585,0.425,0.745,0.632,30,Grajaú,Sul 2,Capela do Socorro
1355030804045,Interlagos : Escola Estadual Callia Maestro,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2000,73.02,1.82,17.80,20.73,92.56,80.56,45.95,4.67,10.46,1.62,1.47,4.87,1.22,5.17,2.00,6.20,11.77,8.92,107.14,107.20,106.97,14.55,89.68,94.44,57.10,10.97,29.19,76.50,34.84,10.69,81.39,96.37,91.17,16.24,4.25,15.79,75.27,64.82,71.03,46.17,39.77,29.12,38.30,25.90,22.70,5.00,273.29,439.22,644.19,1015.09,1431.53,0.43,0.90,1.74,5.72,9.92,15.50,25.84,32.04,4.98,48.78,14.50,29.16,51.22,84.45,8.84,6.73,733.77,182.82,2350.88,349.24,537.79,809.41,1789.59,733.77,52.28,97.92,158.75,0.33,0.15,16.92,5.44,0.00,50.97,0.36,25.56,22.27,3.15,63.54,49.93,4.23,19.48,55.15,34.90,6.70,0.94,13.64,52.41,68.12,87.96,1477.39,0.32,,6.00,52.25,81.63,69.69,89.18,,53.67,41.61,26.17,14.92,11.33,99.90,97.21,48.33,100.00,100.00,0.00,,31.74,70.81,3.63,26.17,7.39,40.30,1.19,70.71,7.16,,0.86,0.00,55.22,34.55,48.99,,519,563,585,568,483,472,483,395,316,206,149,528,118,88,63,38,19,5593,485,573,578,589,567,562,512,463,354,271,167,462,159,137,95,50,55,6079,,68,356,5478,194,924,687,692,616,8542,682,2320,682,7860,721,1638,687,6222,194,222,199,980,2586,545,573,334,4559,3392,0,11672,11672,9678,1136,682,7860,11602,112.33,117.82,113.77,96.37,60.86,91.59,94.73,0.462,0.627,0.690,0.566,0.800,0.726,23,Cidade Dutra,Sul 2,Capela do Socorro
1355030804046,Interlagos,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2000,70.86,2.09,21.80,25.34,91.01,77.14,44.28,2.55,10.46,0.85,0.75,4.88,1.24,5.25,1.91,6.41,12.23,7.63,109.64,112.93,101.20,6.82,92.63,95.43,55.24,3.37,22.22,87.27,23.68,12.25,83.10,98.33,95.23,28.45,3.19,12.19,82.17,60.30,72.12,46.77,39.19,43.37,41.76,23.59,18.15,2.31,211.48,325.35,463.62,683.23,932.12,0.40,1.37,1.68,8.39,13.70,27.32,38.40,30.07,5.53,45.87,16.18,31.67,54.13,78.24,7.43,5.67,507.38,140.32,1525.48,270.09,392.92,570.02,1163.55,507.38,47.81,95.05,164.68,0.28,0.08,13.19,7.47,0.00,43.00,0.85,34.24,14.81,0.36,66.92,59.84,3.27,20.07,55.13,30.16,3.11,1.87,19.68,60.17,77.85,94.45,1128.58,0.24,,5.15,41.09,76.79,66.52,79.60,,52.57,57.98,33.34,20.78,22.94,96.05,98.88,49.29,99.78,99.99,0.00,,29.47,77.78,1.67,24.15,9.22,39.09,1.57,71.76,7.80,,1.63,0.01,31.02,4.87,66.60,,1163,1205,1220,1286,1065,1071,967,912,666,533,311,1148,191,86,62,37,45,11964,1112,1212,1281,1295,1187,1109,1077,966,739,545,335,1051,221,139,106,83,68,12522,,124,602,10731,451,1949,1455,1439,1364,17596,1464,5081,1499,16132,1600,3617,1577,12515,460,420,470,2246,5659,625,1212,774,9148,6572,0,24486,24486,20013,2417,1464,16132,24373,121.82,114.47,119.76,98.40,57.22,95.49,92.67,0.468,0.672,0.672,0.596,0.764,0.667,23,Cidade Dutra,Sul 2,Capela do Socorro
1355030804047,Jardim Presidente : Estação Grajaú,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2000,76.53,1.34,12.40,14.37,94.75,85.75,39.40,2.38,11.12,0.00,0.56,1.54,0.33,1.62,0.51,1.92,6.36,3.85,103.01,100.96,109.11,38.47,88.70,91.27,60.44,19.60,41.14,87.74,39.53,14.21,88.72,98.30,95.64,17.91,1.70,13.37,82.50,75.44,89.75,74.07,70.63,56.41,64.44,54.76,52.64,16.69,585.63,907.72,1303.02,2049.69,3220.95,0.43,0.27,0.72,0.81,1.34,3.03,6.32,32.84,5.24,49.33,14.89,29.34,50.67,83.74,8.82,6.63,1518.45,397.55,4986.09,732.86,1097.14,1619.12,3745.56,1518.45,58.56,91.27,166.15,0.32,0.04,19.31,2.58,0.11,58.37,0.59,17.44,18.88,5.20,69.77,51.75,7.10,15.67,83.62,65.25,21.03,1.39,5.73,27.47,38.27,63.77,2879.38,0.40,,4.04,42.34,78.77,69.23,89.20,,94.77,48.96,28.68,13.25,10.96,100.00,99.62,20.04,100.00,100.00,0.00,,8.13,58.86,1.70,7.11,0.85,19.76,0.81,20.69,0.27,,0.25,0.00,25.05,9.13,74.21,,345,456,437,354,349,361,499,418,295,181,112,383,54,35,22,13,7,4321,389,454,491,455,432,487,580,488,338,209,101,399,83,66,39,25,16,5052,,37,226,4440,147,749,544,571,435,6947,534,1737,560,6413,575,1203,551,5210,152,151,162,792,2075,223,454,287,3810,2864,0,9373,9373,7857,910,534,6413,9373,109.40,130.21,114.63,98.30,71.17,96.93,84.21,0.741,0.758,0.817,0.752,0.859,0.843,23,Cidade Dutra,Sul 2,Capela do Socorro
1355030804048,Parque Interlagos : Escola Municipal de Ensino Fundamental Heitor de Andrade,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2000,74.74,1.56,15.00,17.43,93.69,83.18,38.52,9.99,11.52,0.00,0.72,1.98,0.42,2.07,0.21,2.42,4.65,4.43,107.42,100.01,130.86,28.03,95.87,96.13,86.46,16.85,33.52,95.68,31.23,16.23,87.61,98.85,98.08,3.31,1.25,8.37,94.09,91.08,85.44,60.35,55.29,63.42,68.55,41.68,36.26,8.60,390.42,620.76,927.24,1366.46,1903.29,0.41,0.30,0.57,2.56,6.08,8.80,17.27,29.44,5.18,46.04,15.60,31.01,53.96,76.39,7.55,5.90,974.09,252.20,2867.95,507.58,750.38,1117.96,2242.34,974.09,51.38,98.34,171.01,0.29,0.28,17.93,2.79,0.00,48.37,0.55,29.02,13.65,3.72,71.09,59.41,5.01,17.35,76.26,57.20,12.57,0.87,8.29,40.49,55.77,78.96,1885.68,0.31,,2.22,47.80,84.14,61.34,86.48,,100.00,46.30,22.44,14.27,9.50,100.00,99.82,30.99,100.00,100.00,0.00,,11.51,66.48,1.15,13.04,3.08,32.71,1.48,21.26,1.92,,1.44,0.00,41.13,9.35,66.35,,150,166,224,251,250,163,187,180,146,134,136,149,107,79,68,40,29,2459,150,179,243,276,226,209,235,202,190,173,152,147,130,106,74,74,58,2824,,8,133,2493,61,281,219,218,175,4342,278,994,283,4064,315,716,341,3348,64,68,48,292,851,528,179,147,2348,1829,0,5283,5283,4687,345,278,4064,5266,105.31,154.25,117.07,98.85,90.35,98.08,95.77,0.604,0.841,0.784,0.753,0.829,0.772,79,Socorro,Sul 2,Capela do Socorro
1355030804049,Cocaia : Escola Estadual Washington Alves Natel / Escola Estadual Professor Carlos Ayres,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2000,69.38,2.30,24.90,28.86,89.86,74.69,48.10,1.48,9.72,1.50,0.60,5.56,1.64,6.11,2.81,7.55,16.42,10.26,97.54,105.68,74.47,2.80,83.96,87.40,42.66,1.79,13.01,79.40,26.13,7.39,54.60,90.95,87.94,30.40,4.52,13.67,67.33,53.16,67.08,41.46,33.72,29.86,33.40,18.10,13.48,0.92,211.48,312.33,439.22,593.44,830.61,0.37,2.30,2.60,9.11,12.21,31.04,38.36,27.95,6.08,43.48,17.30,33.71,56.52,86.62,6.46,5.03,454.97,138.28,1271.46,255.30,373.33,518.89,989.05,454.97,48.78,89.85,171.63,0.25,0.63,14.95,11.40,0.00,56.19,0.00,15.92,20.53,0.77,63.01,57.30,1.39,19.73,43.19,20.54,0.96,0.29,14.97,63.48,79.60,96.92,1096.69,0.19,,8.33,50.04,82.65,76.43,75.65,,77.95,65.45,36.78,22.96,20.52,95.23,98.70,59.71,100.00,100.00,0.22,,38.36,86.99,9.05,31.27,12.67,38.89,1.87,69.94,10.30,,0.20,0.00,32.94,42.30,15.45,,931,1015,1033,890,768,737,773,741,496,312,154,891,83,53,31,10,10,8924,941,973,1118,957,814,846,852,700,476,253,149,877,111,63,38,35,31,9229,,166,627,8616,364,1601,1174,1221,1131,12525,1253,3997,1298,11273,1347,2744,1237,8529,378,372,353,1783,4636,269,973,652,6439,4364,0,18152,18152,14513,1988,1253,11273,18124,115.12,87.26,107.86,90.95,47.37,88.51,82.19,0.415,0.512,0.612,0.477,0.740,0.649,30,Grajaú,Sul 2,Capela do Socorro
1355030804050,Cocaia : Escola Estadual Irma Charlita / Escola Estadual Professora Adelaide Rosa Fernandes Machado de Souza / Escola Estadual Samuel Wainer,355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2000,71.39,1.93,20.80,24.15,91.41,77.99,41.62,3.95,9.91,1.77,0.84,5.14,1.71,5.48,2.78,6.57,12.75,7.90,99.20,103.16,89.45,9.74,82.43,87.10,46.78,5.88,23.59,78.59,26.39,6.25,67.49,93.69,89.33,22.44,3.66,12.10,72.59,55.86,69.51,48.50,42.05,37.60,42.80,29.31,25.17,3.40,244.01,363.58,543.46,822.32,1252.59,0.42,1.34,2.49,8.33,15.00,22.05,34.46,31.45,5.04,48.05,14.96,29.82,51.95,81.66,8.41,6.43,601.77,151.72,1892.37,298.26,447.35,665.76,1445.76,601.77,52.62,98.72,160.63,0.32,0.30,15.36,6.10,0.00,57.25,0.63,19.50,13.71,0.96,67.22,56.05,7.53,21.44,56.68,36.98,4.45,0.32,13.35,60.60,75.07,92.09,1241.07,0.25,,7.21,49.76,82.80,71.19,82.41,,81.11,55.95,26.20,18.09,14.35,99.90,97.47,49.82,98.95,99.79,0.23,,32.77,76.41,6.31,24.95,9.81,36.75,2.56,58.51,6.17,,1.36,0.21,39.34,25.10,76.42,,673,638,693,813,731,579,471,400,359,385,297,653,198,114,64,40,17,7121,668,587,768,860,809,637,535,505,478,482,340,586,219,146,109,59,41,7828,,88,407,7352,289,1000,770,736,802,11145,818,3133,898,10327,990,2315,1008,8012,250,307,264,1157,2975,591,587,418,5987,4360,0,14949,14949,12370,1225,818,10327,14737,115.69,100.58,111.33,93.69,50.31,89.66,86.48,0.485,0.584,0.665,0.549,0.773,0.694,30,Grajaú,Sul 2,Capela do Socorro
1355030804051,Cocaia : Jardim Monte Verde ( Prainha ),355030,São Paulo (SP),35,SP,63500,RM São Paulo (SP),2000,67.18,2.85,29.90,34.67,87.99,70.95,62.84,1.14,8.60,3.48,3.82,10.64,4.92,11.27,6.92,13.34,18.68,11.33,99.56,112.50,51.92,0.29,84.49,89.94,27.69,0.00,17.68,68.77,19.19,7.02,63.67,91.37,86.54,36.71,8.05,7.68,64.93,40.26,39.48,25.33,20.83,15.90,13.84,8.78,7.18,0.71,139.90,222.54,312.33,451.42,647.61,0.40,4.28,5.78,20.13,28.43,46.16,56.29,30.28,5.28,45.90,15.85,31.83,54.10,85.80,7.64,5.79,337.90,89.15,1023.33,178.71,269.94,376.27,775.44,340.20,39.30,89.38,147.60,0.28,0.41,12.60,19.53,0.00,46.56,0.67,18.44,18.60,0.66,57.24,53.03,1.50,25.91,28.29,11.25,0.72,0.30,23.99,76.41,89.25,97.91,871.11,0.17,,8.08,50.25,75.99,75.13,76.70,,50.67,61.68,27.46,23.54,23.21,84.50,93.35,72.79,82.60,99.89,1.01,,58.40,82.32,8.63,53.12,27.49,52.08,4.59,76.65,16.29,,0.21,0.11,40.97,52.57,17.93,,743,457,377,425,592,538,330,258,143,95,59,600,35,19,10,7,6,4690,692,440,469,547,558,427,370,238,140,84,40,575,29,30,20,8,9,4672,,72,250,4027,276,704,542,529,876,5857,497,1817,495,5360,517,1320,523,4040,284,254,260,1113,2314,107,440,277,2966,1950,0,9362,9362,6754,897,497,5360,9362,117.04,58.13,104.46,91.85,30.40,86.71,84.77,0.253,0.462,0.543,0.378,0.703,0.602,30,Grajaú,Sul 2,Capela do Socorro
